¶O¥Î¦~,ÃÄ«~¥N½X,ÃÄ«~¤ÀÃþ¤À²Õ¦WºÙ,¥Ó³ø°_©l¦~¤ë,¥Ó³øµ²§ô¦~¤ë,Âå¥O¶q_¨k©Ê,Âå¥O¶q_¤k©Ê,Âå¥O¶q_¦X­p,§t¥]»q¤ä¥IªºÂå¥O¶q_¨k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¤k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¦X­p
111,A001963100,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,46.0,8628.0,8674.0
111,A0019631G0,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,18.0,18.0,36.0
111,A001982212,DICYCLOMINE ¡A ª`®g¾¯ ¡A 20.00 MG,11101,11112,0.0,0.0,0.0,38.0,16.6,54.6
111,A001997100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,11101,11112,27915.4,36139.5,64054.9,137478.0,173795.4,311273.4
111,A002076100,ETHAMBUTOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,22.5,0.0,22.5
111,A002078100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11101,11112,0.0,0.0,0.0,511.5,1011.0,1522.5
111,A002086100,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11101,11112,18.0,39.0,57.0,110.0,261.0,371.0
111,A002107500,ACETYLSALICYLIC ACID ¡A ®ê¾¯ ¡A 125-325 MG,11101,11112,0.0,0.0,0.0,29.0,0.0,29.0
111,A002126100,DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11101,11112,0.0,0.0,0.0,81.0,77.0,158.0
111,A002137100,VALETHAMATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11101,11112,0.0,0.0,0.0,9.0,0.0,9.0
111,A002140100,VITAMINE B12 (=HYDROXOCOBALAMIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11101,11112,0.0,0.0,0.0,10930.0,12440.0,23370.0
111,A0021401G0,VITAMINE B12 (=HYDROXOCOBALAMIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11101,11112,0.0,0.0,0.0,64.0,174.0,238.0
111,A002242100,NALIDIXIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11101,11112,0.0,0.0,0.0,124.0,459.0,583.0
111,A002323100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,701.0,928.0,1629.0
111,A002341349,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML¡A ¥~¥Î²G¾¯¡A 53.00ML,11101,11112,0.0,0.0,0.0,6413.0,6460.0,12873.0
111,A002341355,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML¡A ¥~¥Î²G¾¯¡A 100.00ML,11101,11112,0.0,0.0,0.0,316.0,457.0,773.0
111,A002343100,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11101,11112,0.0,0.0,0.0,48.0,171.0,219.0
111,A002359100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11101,11112,0.0,0.0,0.0,7993.7,8492.6,16486.3
111,A002362100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11101,11112,0.0,0.0,0.0,2475.0,4575.0,7050.0
111,A002368100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11101,11112,5.0,0.0,5.0,5.0,0.0,5.0
111,A0023681G0,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11101,11112,0.0,0.0,0.0,0.0,3.0,3.0
111,A002385100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11101,11112,0.0,0.0,0.0,873.0,1501.5,2374.5
111,A002389100,OPIUM 2.5MG + GLYCYRRHIZA EXTRACT 0.48ML¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11101,11112,0.0,0.0,0.0,166.5,179.0,345.5
111,A002393100,CHOLINE THEOPHYLLINATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11101,11112,0.0,12.0,12.0,45.0,37.5,82.5
111,A002403100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,143.0,568.0,711.0
111,A002444100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11101,11112,0.0,0.0,0.0,117.0,192.0,309.0
111,A002445100,AMPICILLIN 125MG + CLOXACILLIN 125MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11101,11112,279.0,383.0,662.0,485.0,419.0,904.0
111,A002479100,ALUMINUM HYDROXIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 233.00 MG,11101,11112,0.0,0.0,0.0,77035.0,92672.0,169707.0
111,A002504100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11101,11112,0.0,0.0,0.0,350.0,647.0,997.0
111,A002555100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11101,11112,85667.6,129397.0,215064.6,328936.1,426706.1,755642.2
111,A002562100,BENZYDAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11101,11112,0.0,0.0,0.0,426.0,528.0,954.0
111,A002573100,ACETAMINOPHEN 150MG + CHLORZOXAZONE 150MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11101,11112,0.0,0.0,0.0,1233.0,1260.0,2493.0
111,A002595100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,11101,11112,16135.0,18095.0,34230.0,48773.9,66489.5,115263.4
111,A002626100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,231.0,264.0,495.0
111,A002635100,SCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11101,11112,7059.4,17466.3,24525.7,50173.5,68495.0,118668.5
111,A002644100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11101,11112,0.0,0.0,0.0,9.0,78.0,87.0
111,A002657229,PROGESTERONE ¡A ª`®g¾¯ ¡A 250.00 MG,11101,11112,0.0,4859.5,4859.5,0.0,5199.5,5199.5
111,A002658100,CYCLIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11101,11112,9.0,0.0,9.0,81.0,36.0,117.0
111,A002680100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,11101,11112,0.0,0.0,0.0,116762.4,192451.3,309213.7
111,A002684100,BROMHEXINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 8.00 MG,11101,11112,0.0,0.0,0.0,16282.8,15428.8,31711.6
111,A002699100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,11101,11112,0.0,0.0,0.0,612.0,705.5,1317.5
111,A002724100,GLYBURIDE (=GLIBENCLAMIDE) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11101,11112,0.0,0.0,0.0,9.0,0.0,9.0
111,A002759100,VITAMIN B2 (=RIBOFLAVIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11101,11112,0.0,0.0,0.0,7656.0,8172.0,15828.0
111,A002760100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11101,11112,7603.4,8294.8,15898.2,61608.2,71308.8,132917.0
