¶O¥Î¦~,ÃÄ«~¥N½X,ÃÄ«~¤ÀÃþ¤À²Õ¦WºÙ,¥Ó³ø°_©l¦~¤ë,¥Ó³øµ²§ô¦~¤ë,Âå¥O¶q_¨k©Ê,Âå¥O¶q_¤k©Ê,Âå¥O¶q_¦X­p,§t¥]»q¤ä¥IªºÂå¥O¶q_¨k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¤k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¦X­p
113,A001532100,MEDAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,45.0,680.0,725.0
113,A001584100,MAGNESIUM OXIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,27584.9,40190.8,67775.7,162298.8,209088.8,371387.6
113,A001607100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,11301,11312,0.0,0.0,0.0,36.0,63.0,99.0
113,A001632100,MINOCYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11301,11312,0.0,0.0,0.0,324.8,650.0,974.8
113,A001641100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,11301,11312,0.0,0.0,0.0,7192.5,7236.0,14428.5
113,A001644100,DICYCLOMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,11301,11312,0.0,0.0,0.0,0.0,510.0,510.0
113,A001646100,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,11301,11312,1074.0,1261.5,2335.5,1930.5,3679.5,5610.0
113,A0016461G0,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,11301,11312,603.0,1867.0,2470.0,618.0,1935.0,2553.0
113,A001648100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,0.0,0.0,0.0,0.0,36.0,36.0
113,A001673100,CINNARIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,0.0,0.0,0.0,0.0,206.0,206.0
113,A0016731G0,CINNARIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,0.0,0.0,0.0,0.0,15.0,15.0
113,A001691100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 7.67 - 10.00 MG,11301,11312,0.0,0.0,0.0,3.0,0.0,3.0
113,A001713100,AMYLASE 10MG + DIASTASE 5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,1675745.5,1858066.2,3533811.7,1686239.5,1865159.2,3551398.7
113,A001735100,SCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,9.0,9.0,18.0
113,A001779100,DEXAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11301,11312,0.0,0.0,0.0,7443.0,11220.0,18663.0
113,A001781100,BETAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11301,11312,0.0,0.0,0.0,400.0,426.0,826.0
113,A001782100,CARBETAPENTANE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,1827.0,3332.0,5159.0,128319.1,159500.9,287820.0
113,A001793100,§tmethyl testosterone 10mg¡A³æ¡B½Æ¤è»s¾¯¡A¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,0.0,0.0,0.0,0.0,141.0,141.0
113,A001816100,DICYCLOMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,23.0,39.0,62.0
113,A001833229,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,1.8,12.0,13.8
113,A001836100,METHIMAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,35.0,0.0,35.0
113,A001850100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,241.0,57.0,298.0,1159.0,981.0,2140.0
113,A001856100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,90.0,257.0,347.0
113,A001865212,DIAZEPAM ¡A ª`®g¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,0.0,15.0,15.0
113,A001866100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11301,11312,871.0,1259.0,2130.0,10590.0,12187.0,22777.0
113,A001867277,AMPICILLIN ¡A ª`®g¾¯ ¡A 500.00 MG,11301,11312,0.0,0.0,0.0,0.0,12.0,12.0
113,A001881100,DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,27.0,319.0,346.0
113,A001941100,DIPYRIDAMOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,0.0,0.0,0.0,0.0,9.0,9.0
113,A001963100,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,66.0,6372.0,6438.0
113,A0019631G0,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,21.0,9.0,30.0
113,A001973100,VITAMIN E (=TOCOPHEROL) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11301,11312,0.0,0.0,0.0,0.0,27.0,27.0
113,A001982212,DICYCLOMINE ¡A ª`®g¾¯ ¡A 20.00 MG,11301,11312,0.0,0.0,0.0,2.5,3.0,5.5
113,A001997100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,11301,11312,20166.5,27902.5,48069.0,109330.7,141296.5,250627.2
113,A002076100,ETHAMBUTOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,0.0,6.0,6.0
113,A002078100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11301,11312,0.0,0.0,0.0,75.5,1318.0,1393.5
113,A002086100,DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUM SILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLL SODIUM COPPER 3MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,38.0,38.0,0.0,68.0,68.0
113,A002107500,ACETYLSALICYLIC ACID ¡A ®ê¾¯ ¡A 125-325 MG,11301,11312,0.0,0.0,0.0,28.0,0.0,28.0
113,A002126100,DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,180.0,215.0,395.0
113,A002140100,VITAMINE B12 (=HYDROXOCOBALAMIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11301,11312,0.0,0.0,0.0,8343.0,11122.0,19465.0
113,A0021401G0,VITAMINE B12 (=HYDROXOCOBALAMIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11301,11312,0.0,0.0,0.0,91.0,93.0,184.0
113,A002242100,NALIDIXIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11301,11312,0.0,0.0,0.0,681.9,1062.0,1743.9
113,A002323100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,1202.0,1191.0,2393.0
113,A002341349,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML¡A ¥~¥Î²G¾¯¡A 53.00ML,11301,11312,0.0,0.0,0.0,276.0,174.0,450.0
113,A002341351,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML¡A ¥~¥Î²G¾¯¡A 60.00ML,11301,11312,0.0,0.0,0.0,0.0,2.0,2.0
113,A002341355,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML¡A ¥~¥Î²G¾¯¡A 100.00ML,11301,11312,0.0,0.0,0.0,228.0,229.0,457.0
113,A002343100,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,0.0,4.5,4.5
113,A002359100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,7277.7,8266.1,15543.8
113,A002362100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,1272.0,1494.0,2766.0
113,A0023681G0,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,0.0,0.0,0.0,3.0,0.0,3.0
113,A002385100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,607.5,490.5,1098.0
113,A002403100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,894.0,1518.0,2412.0
113,A002420100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,0.0,0.0,0.0,9.0,0.0,9.0
113,A002444100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11301,11312,0.0,0.0,0.0,36.0,123.0,159.0
113,A002445100,AMPICILLIN 125MG + CLOXACILLIN 125MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,0.0,9.0,9.0
113,A002479100,ALUMINUM HYDROXIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 233.00 MG,11301,11312,0.0,0.0,0.0,43956.0,43704.0,87660.0
113,A002504100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,0.0,0.0,0.0,91.0,154.5,245.5
113,A002555100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,34246.6,56146.6,90393.2,240212.2,291757.7,531969.9
113,A002562100,BENZYDAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,0.0,0.0,0.0,0.0,9.0,9.0
113,A002595100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,11301,11312,13289.0,18639.0,31928.0,46668.3,61258.2,107926.5
113,A002616100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,2903.0,5734.6,8637.6
113,A002626100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,303.0,297.0,600.0
113,A002635100,SCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,4555.5,11577.0,16132.5,65402.0,87620.8,153022.8
113,A002644100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,0.0,45.0,45.0
113,A002657229,PROGESTERONE ¡A ª`®g¾¯ ¡A 250.00 MG,11301,11312,0.0,4854.0,4854.0,0.0,5004.0,5004.0
113,A002658100,CYCLIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11301,11312,0.0,21.0,21.0,48.0,54.0,102.0
113,A002680100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,11301,11312,0.0,0.0,0.0,120278.3,151749.3,272027.6
113,A002684100,BROMHEXINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 8.00 MG,11301,11312,0.0,0.0,0.0,19810.6,20050.7,39861.3
113,A002699100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,11301,11312,0.0,0.0,0.0,798.0,822.0,1620.0
113,A002755100,VITAMIN B1 50MG + VITAMIN B2 2-5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,0.0,0.0,0.0,0.0,18.0,18.0
113,A002759100,VITAMIN B2 (=RIBOFLAVIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,5180.5,6541.0,11721.5
113,A002760100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11301,11312,6293.6,5806.3,12099.9,88580.1,92592.1,181172.2
113,A002766100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,11301,11312,0.0,0.0,0.0,2358.0,2585.8,4943.8
113,A002844100,METHYLEPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,0.0,0.0,0.0,1.5,0.0,1.5
113,A002845100,VITAMIN B6 (=PYRIDOXINE) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11301,11312,0.0,0.0,0.0,6172.0,8362.5,14534.5
113,A002856100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,16105.0,20329.0,36434.0,63116.8,73010.2,136127.0
